NBACC13;EXPLEVT;AUTRE_REACTION;AUTRE_USAGER;REACTION_AUTRE_USAGER;AGGRAVATION;BIEN_EQUIPE;ALLURE;SITUATIONPRESSE;SITUATIONDISTRAIT;SITUATIONCONFIANT;SITUATIONCONTROLE;SITUATIONLUDIQUE;SITUATIONPERF;SITUATIONSTRESS;SITUATIONFATIGUE;HUMEURNEUTRE;HUMEURGAI;HUMEURMECONTENT;HUMEURTRISTE;HUMEURCOLERE;ROLEINFRA;ALCOOL;STUP;SEMAINE;MOMENTJOURNEE;TEMPS;CAUSE_ACC1;CAUSE_ACC2;CAUSE_ACC3;CAUSE_ACC4;CAUSE_ACC5;FORMATION_CAUSE;TRAFIC;CHAUSSEE1;TYPEACC;TRAJET;TYPEROUTE;PASSAGER;VITESSE;EQ2RMABS;EQ2RMCBS;POINTS;DUREE;NBINCI11;ABS_REACTION;MEDICAMENTS;TYPE_ROUTE;MOTIF;ACC/INC
1;Vous circuliez sur un axe prioritaire. Un véhicule venant dun axe non prioritaire vous a coupé la route.;1;1;2;1;2;1;3;2;3;2;1;1;1;1;4;3;4;4;4;1;2;2;2;1;1;50;50;0;0;0;2;1;1;2;1;1;0;80;1;1;12;3;;;;1;;accident
1;Vous circuliez derrière un véhicule. Ce véhicule a freiné ou a ralenti et vous lavez percuté par larrière.;1;1;2;2;3;3;1;4;3;4;1;1;1;2;4;3;4;4;4;2;2;2;2;1;1;100;0;0;0;0;2;3;1;1;3;1;1;30;1;1;12;3;;;;1;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;Vous avez fait une sortie de route, une perte de contrôle ou une glissade puis avez percuté un obstacle fixe (panneau, arbre poteau ).;0;0;;;3;3;1;1;3;3;2;1;1;1;3;4;4;4;4;1;2;2;2;1;1;20;0;0;80;0;NSP;2;6;2;2;1;0;50;1;1;12;4;;;;1;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;Vous circuliez sur un axe prioritaire. Un véhicule venant dun axe non prioritaire vous a coupé la route.;0;1;2;1;4;3;1;1;4;4;1;1;1;1;3;3;4;4;4;2;2;2;2;1;1;0;100;0;0;0;2;2;1;2;2;1;0;70;1;1;12;4;;;;1;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;Vous avez fait une sortie de route, une perte de contrôle ou une glissade sans rien percuter.;1;0;;;4;3;1;1;3;4;1;1;1;2;1;4;4;4;4;1;2;2;1;3;2;1;0;0;90;9;1;1;2;1;1;1;0;60;1;1;12;4;;;;1;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;Vous circuliez sur un axe prioritaire. Un véhicule venant dun axe non prioritaire vous a coupé la route.;1;1;1;2;4;3;1;1;3;4;2;1;1;NSP;1;4;4;4;4;1;2;2;1;1;1;0;80;0;20;0;2;AUT|aucun autre véhicule en présence;1;1;1;2;0;70;0;1;12;4;;;;2;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;Vous circuliez derrière un véhicule. Ce véhicule a ralenti. Vous avez entrepris de dépasser ce véhicule par la gauche et celui-ci vous a coupé la route en tournant à gauche (ou en effectuant un œ tour;0;0;;;1;3;2;1;4;4;3;1;1;1;3;1;4;4;4;1;2;2;1;1;1;10;90;0;0;0;2;1;1;2;2;1;0;45;1;1;NSP;4;;;;1;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;Vous circuliez derrière un véhicule. Ce véhicule a freiné ou a ralenti et vous lavez percuté par larrière.;0;1;2;2;3;3;1;1;2;3;1;1;1;1;1;4;4;4;4;1;2;2;1;2;2;0;0;0;80;20;2;2;2;2;1;1;0;25;1;1;12;2;;;;1;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
2;Autre(s) type(s) d'accident(s).;0;0;;;3;4;1;3;3;4;1;1;1;1;4;3;4;4;4;2;2;2;1;2;1;0;100;0;0;0;2;2;1;2;2;2;1;0;0;0;12;4;;;;2;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;Vous avez fait une sortie de route, une perte de contrôle ou une glissade sans rien percuter.;1;0;;;4;3;1;2;4;3;2;1;1;2;5;5;5;5;5;1;2;2;1;2;1;20;0;0;80;0;2;1;6;1;1;1;0;20;1;1;12;4;;;;1;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
2;Vous avez fait une sortie de route, une perte de contrôle ou une glissade sans rien percuter.;0;0;;;4;3;2;4;3;4;2;1;1;1;4;3;4;4;4;1;2;2;1;1;1;80;0;0;10;10;2;2;1;2;3;2;0;80;1;1;12;4;;;;2;;accident
1;Vous circuliez derrière un véhicule. Ce véhicule a ralenti. Vous avez entrepris de dépasser ce véhicule par la gauche et celui-ci vous a coupé la route en tournant à gauche (ou en effectuant un œ tour;0;1;2;1;3;3;1;2;2;3;3;1;1;1;1;1;4;4;4;2;2;2;1;1;1;0;100;0;0;0;2;2;1;2;2;1;0;60;1;1;12;3;;;;1;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;Vous circuliez derrière un véhicule. Ce véhicule a freiné ou a ralenti et vous lavez percuté par larrière.;1;1;2;2;4;3;1;3;3;4;2;1;1;2;1;4;4;4;4;2;2;2;2;1;1;100;0;0;0;0;2;4;1;1;1;1;0;20;0;0;12;4;;;;1;;accident
1;Vous circuliez derrière un véhicule. Ce véhicule a freiné ou a ralenti et vous lavez percuté par larrière.;1;0;;;4;3;3;4;4;4;2;1;1;2;3;3;4;4;4;1;2;2;2;1;1;60;0;0;40;0;1;1;1;1;3;2;0;30;1;1;12;4;;;;2;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;Autre(s) type(s) d'accident(s).;0;1;1;1;3;3;2;3;3;2;1;1;3;4;1;2;4;4;4;1;2;2;2;1;1;50;0;0;50;0;1;2;1;2;3;AUT|voie d'accès à autoroute;0;90;1;1;NSP;3;;;;AUT|voie d'acc�s � autoroute;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;Vous circuliez derrière un véhicule. Ce véhicule a freiné ou a ralenti et vous lavez percuté par larrière.;0;1;2;2;4;3;2;4;4;4;4;1;1;2;1;3;4;4;4;1;2;2;2;1;1;100;0;0;0;0;1;4;1;2;3;4;1;50;1;1;12;3;;;;4;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;Autre(s) type(s) d'accident(s).;0;1;2;1;4;3;1;1;4;4;2;1;1;1;3;3;4;4;4;2;2;2;2;1;1;5;95;0;0;0;2;1;1;2;2;2;0;70;1;1;9;4;;;;2;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;Vous circuliez derrière un véhicule. Ce véhicule a freiné ou a ralenti et vous lavez percuté par larrière.;0;1;1;2;2;3;1;1;3;4;NSP;1;1;1;1;4;4;4;4;1;2;2;1;1;1;0;100;0;0;0;2;1;1;1;1;1;0;50;1;1;12;2;;;;1;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;Vous avez fait une sortie de route, une perte de contrôle ou une glissade sans rien percuter.;1;0;;;4;1;3;3;2;3;1;1;2;1;4;4;3;4;4;1;2;2;1;1;1;80;0;0;20;0;2;2;7;2;2;1;0;50;1;1;12;2;;;;1;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;Vous circuliez sur un axe prioritaire. Un véhicule venant dun axe non prioritaire vous a coupé la route.;1;1;2;1;2;1;2;1;3;4;1;1;1;2;1;3;4;4;4;2;2;2;1;1;1;20;80;0;0;0;1;3;2;1;1;1;0;35;1;1;12;4;;;;1;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;Vous avez fait une sortie de route, une perte de contrôle ou une glissade sans rien percuter.;0;0;;;4;3;1;2;3;3;1;1;1;2;1;4;4;4;4;2;2;2;2;1;3;20;0;0;0;80;2;1;3;1;2;3;0;110;1;1;12;4;;;;3;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;Vous circuliez derrière un véhicule. Ce véhicule a freiné ou a ralenti et vous lavez percuté par larrière.;1;1;2;1;3;3;2;1;3;4;1;1;1;1;4;3;4;4;4;2;2;2;1;2;1;30;70;0;0;0;2;2;1;2;3;2;1;90;1;1;12;3;;;;2;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;Autre(s) type(s) d'accident(s).;0;0;;;2;4;1;1;4;1;1;1;1;1;1;4;4;4;4;2;2;2;2;1;1;0;100;0;0;0;2;4;1;2;1;3;0;5;1;1;12;4;;;;3;;accident
1;Autre(s) type(s) d'accident(s).;0;0;;;2;4;1;1;4;1;1;1;1;1;1;4;4;4;4;2;2;2;2;1;1;0;100;0;0;0;2;4;1;2;1;3;0;5;1;1;12;4;;;;3;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;Vous avez fait une sortie de route, une perte de contrôle ou une glissade sans rien percuter.;1;0;;;4;1;1;4;3;3;2;2;1;1;4;3;4;4;4;1;2;2;1;1;1;100;0;0;0;0;2;2;1;2;2;1;0;80;1;1;12;1;;;;1;;accident
1;Vous avez fait une sortie de route, une perte de contrôle ou une glissade sans rien percuter.;1;1;2;1;2;1;1;2;4;2;3;1;1;1;3;4;4;4;4;2;2;2;2;1;1;60;40;0;0;0;2;1;1;2;2;2;0;70;1;1;12;3;;;;2;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;Vous avez fait une sortie de route, une perte de contrôle ou une glissade sans rien percuter.;1;0;;;3;1;1;1;2;3;3;2;1;2;4;1;4;4;4;1;2;2;1;1;1;65;0;0;35;0;2;1;4;1;3;2;0;40;1;1;10;2;;;;2;;accident
1;Vous circuliez derrière un véhicule. Vous avez entrepris de dépasser ce véhicule par la droite et celui-ci vous a coupé la route en tournant à droite.;1;0;;;3;3;3;1;3;3;3;2;1;2;1;1;4;4;4;1;2;2;2;3;1;100;0;0;0;0;2;1;1;1;2;2;0;90;1;1;12;4;;;;2;;accident
1;Vous circuliez derrière un véhicule. Ce véhicule a freiné ou a ralenti et vous lavez percuté par larrière.;1;1;2;1;3;3;1;2;3;4;1;1;1;3;5;4;5;4;4;2;2;2;1;1;1;80;20;0;0;0;NSP;3;2;2;1;3;0;70;1;1;12;4;;;;3;;accident
2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;Autre(s) type(s) d'accident(s).;1;1;NSP;NSP;3;4;1;3;4;4;1;1;1;1;3;4;4;4;4;2;2;2;1;1;1;0;100;0;0;0;2;3;1;2;1;1;0;0;1;0;12;4;;;;1;;accident
1;Vous circuliez derrière un véhicule. Ce véhicule a ralenti. Vous avez entrepris de dépasser ce véhicule par la gauche et celui-ci vous a coupé la route en tournant à gauche (ou en effectuant un œ tour;1;1;2;1;3;3;2;1;4;2;NSP;1;1;3;1;5;4;4;4;2;2;2;2;2;1;25;75;0;0;0;NSP;1;1;1;2;1;0;55;1;1;12;1;;;;1;;accident
2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;Vous circuliez derrière un véhicule. Ce véhicule a freiné ou a ralenti et vous lavez percuté par larrière.;1;1;2;2;4;2;1;4;3;1;1;1;1;1;1;3;4;4;4;2;2;2;1;1;1;100;0;0;0;0;2;1;1;2;2;2;0;70;1;1;10;4;;;;2;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;Vous avez fait une sortie de route, une perte de contrôle ou une glissade sans rien percuter.;0;0;;;3;3;1;1;3;3;1;1;2;2;2;4;4;4;4;1;2;2;1;2;1;20;0;0;80;0;2;3;2;2;1;3;0;90;1;1;12;4;;;;3;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;"Vous circuliez sur un axe constitué dau moins "" 2 X 2 voies "" (en urbain, périphérique, autoroute, RN ). Un véhicule vous a coupé la route en changeant de voie pour se placer sur celle de droite.";0;0;;;3;3;1;1;2;4;1;1;1;1;4;3;4;4;4;2;2;2;1;1;1;0;100;0;0;0;2;3;1;2;2;4;0;75;1;1;12;3;;;;4;;accident
1;Autre(s) type(s) d'accident(s).;0;0;;;4;3;1;1;3;3;3;1;1;1;1;4;4;4;4;2;2;2;1;1;1;0;0;100;0;0;2;1;1;2;2;2;0;90;1;1;12;4;;;;2;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;Vous remontiez une file de véhicules (à larrêt ou au ralenti) par la gauche. Un véhicule de cette file vous a coupé la route en tournant à gauche.;0;1;2;1;4;3;1;1;4;4;1;4;1;1;3;1;4;4;4;2;2;2;1;1;1;0;100;0;0;0;2;4;1;1;1;1;0;20;1;1;12;4;;;;1;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;Vous circuliez derrière un véhicule. Ce véhicule a freiné ou a ralenti et vous lavez percuté par larrière.;1;1;NSP;2;3;3;1;4;3;3;NSP;1;1;4;1;4;4;4;4;2;2;2;1;1;2;70;0;0;0;30;1;3;2;2;1;3;0;100;0;1;12;4;;;;3;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;Vous circuliez derrière un véhicule. Ce véhicule a freiné ou a ralenti et vous lavez percuté par larrière.;1;1;2;2;4;1;4;3;4;2;1;1;3;1;4;4;2;4;4;2;2;2;1;1;1;100;0;0;0;0;2;1;1;2;1;2;0;50;1;1;5;1;;;;2;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
1;Vous avez fait une sortie de route, une perte de contrôle ou une glissade sans rien percuter.;0;0;;;3;1;1;NSP;3;3;1;1;2;2;4;4;4;2;4;1;2;2;2;1;2;30;0;0;40;30;2;1;2;2;1;2;0;100;0;0;9;4;;;;2;;accident
1;Vous circuliez derrière un véhicule. Ce véhicule a freiné ou a ralenti et vous lavez percuté par larrière.;1;1;2;2;4;3;1;4;2;3;2;1;1;4;3;4;4;4;4;2;2;2;1;1;1;90;0;0;0;10;2;1;1;2;3;1;1;55;1;1;12;3;;;;1;;accident
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accident
;Vou;;1;NSP;2;3;3;1;1;4;4;1;1;1;1;1;3;4;4;4;2;2;2;1;1;1;0.0;100.0;0;0;0;2;3;;;1;;0;100;0;1;12;2;2;NRP;2;2;3;incident
;Vou;;1;2;2;3;3;2;4;3;1;1;1;1;2;2;2;2;4;4;2;2;2;1;1;1;10.0;90.0;0;0;0;2;4;;;1;;0;30;1;1;12;2;5;NRP;2;1;1;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Vou;;1;1;1;2;5;1;3;3;4;1;1;1;1;1;1;4;4;4;2;2;2;1;2;1;0.0;100.0;0;0;0;2;3;;;1;;0;60;1;1;12;4;3;NRP;2;1;1;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Vou;;0;;;4;1;4;1;4;4;1;1;1;1;2;1;4;4;4;2;2;2;1;1;1;100.0;0.0;0;0;0;2;3;;;1;;0;20;0;1;12;2;20;NRP;2;2;2;incident
;Vou;;1;2;NSP;3;1;2;1;3;3;1;1;1;1;1;4;4;4;4;2;2;2;1;1;1;80.0;0.0;0;20;0;2;3;;;1;;0;110;1;1;12;4;1;NRP;2;3;1;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Vou;;1;NSP;2;3;3;3;1;4;4;1;1;2;1;1;4;1;4;4;2;2;2;1;1;1;30.0;70.0;0;0;0;1;3;;;2;;0;30;1;1;9;4;2;NRP;2;1;3;incident
;Vou;;1;2;2;3;3;1;2;3;3;3;1;1;1;3;4;4;4;4;1;2;2;2;1;1;20.0;80.0;0;0;0;2;3;;;1;;0;50;1;1;12;4;1;NRP;2;1;3;incident
;Vou;;1;2;2;4;3;3;3;3;2;1;1;2;2;1;1;4;4;4;2;2;2;1;1;1;50.0;50.0;0;0;0;2;2;;;2;;0;50;1;0;12;4;3;2;2;1;3;incident
;Vou;;0;;;3;3;2;3;4;3;3;1;1;1;2;5;4;4;4;2;2;2;1;1;1;0.0;100.0;0;0;0;NSP;3;;;1;;0;45;1;1;10;3;4;1;2;1;1;incident
;Vou;;1;2;2;4;3;1;1;4;4;1;1;1;1;1;1;4;4;4;2;2;2;1;1;1;0.0;100.0;0;0;0;2;2;;;1;;0;85;1;1;12;4;1;NRP;2;2;3;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;Vou;;1;2;2;4;3;1;1;4;4;3;1;1;1;1;4;4;4;4;2;2;2;1;1;1;0.0;100.0;0;0;0;2;1;;;1;;0;113;0;0;12;4;1;NRP;2;2;1;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;Vou;;1;2;2;4;3;1;1;3;4;3;1;1;3;1;3;4;4;4;1;2;2;1;1;1;0.0;90.0;0;10;0;2;2;;;2;;0;60;1;1;12;4;6;NRP;2;1;1;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;incident
;Vou;;1;2;2;3;3;1;1;3;4;4;1;1;1;1;1;4;4;4;1;2;2;1;2;1;0.0;100.0;0;0;0;2;1;;;2;;0;40;1;1;12;1;3;3;2;1;3;incident
;Vou;;1;1;1;4;3;1;1;4;4;1;1;1;1;4;1;4;4;4;2;2;2;2;1;1;0.0;100.0;0;0;0;2;1;;;1;;0;70;1;1;12;2;2;NRP;2;2;3;incident
;Vou;;1;2;2;3;3;1;1;3;3;3;1;1;1;3;3;4;4;4;2;2;2;2;1;1;0.0;100.0;0;0;0;1;2;;;2;;0;130;0;1;12;3;2;NRP;2;3;3;incident
